City,BHK,Location,Price,Area (sqft),Property Type,Furnishing,Property Facing
Chennai,3,Perungudi,60000,2100,Flat,Semi-Furnished,East
Chennai,2,Perungudi,35000,950,Flat,Semi-Furnished,North
Chennai,2,Perungudi,160000,1250,Flat,Furnished,South
Chennai,4,Perungudi,50000,1900,House,Semi-Furnished,East
Chennai,2,Perungudi,17000,700,Flat,Unfurnished,North
Chennai,1,Perungudi,27000,600,Flat,Furnished,East
Chennai,2,Perungudi,26000,964,Flat,Semi-Furnished,South
Chennai,3,Perungudi,100000,2100,Flat,Semi-Furnished,East
Chennai,2,Perungudi,21000,1000,Flat,Semi-Furnished,South
Chennai,4,Perungudi,150000,1703,Flat,Semi-Furnished,East
Chennai,3,Perungudi,45000,1669,Flat,Semi-Furnished,North - East
Chennai,4,Perungudi,50000,2100,Flat,Semi-Furnished,North
